CIBW01	Streptococcus	pneumoniae			Too fragmented	
CIGT01	Bordetella	pertussis			Too fragmented	
CIGY01	Bordetella	pertussis			Too fragmented	
CKLU01	Streptococcus	pneumoniae			Too fragmented	
CKMB01	Streptococcus	pneumoniae			Too fragmented	
CKMC01	Streptococcus	pneumoniae			Too fragmented	
CKMD01	Streptococcus	pneumoniae			Too fragmented	
CKME01	Streptococcus	pneumoniae			Too fragmented	
CKMG01	Streptococcus	pneumoniae			Too fragmented	
CKML01	Streptococcus	pneumoniae			Too fragmented	
CKMN01	Streptococcus	pneumoniae			Too fragmented	
CLCA01	Streptococcus	pneumoniae			Too fragmented	
CLCF01	Streptococcus	pneumoniae			Too fragmented	
CLCT01	Streptococcus	pneumoniae			Too fragmented	
CLCV01	Streptococcus	pneumoniae			Too fragmented	
CLCW01	Streptococcus	pneumoniae			Too fragmented	
CLDM01	Streptococcus	pneumoniae			Too fragmented	
CLMB01	Streptococcus	pneumoniae			Too fragmented	
CMMW01	Streptococcus	pneumoniae			Too fragmented	
CMQU01	Streptococcus	pneumoniae			Too fragmented	
CMTL01	Streptococcus	pneumoniae			Too fragmented	
CNAO01	Streptococcus	pneumoniae			Too fragmented	
CNBX01	Mycobacterium	tuberculosis			Too fragmented	
CNCN01	Mycobacterium	tuberculosis			Too fragmented	
CNCO01	Mycobacterium	tuberculosis			Too fragmented	
CNDE01	Mycobacterium	tuberculosis			Too fragmented	
CNDG01	Mycobacterium	tuberculosis			Too fragmented	
CNFP01	Mycobacterium	tuberculosis			Too fragmented	
CNFQ01	Mycobacterium	tuberculosis			Too fragmented	
CNFR01	Mycobacterium	tuberculosis			Too fragmented	
CNFS01	Mycobacterium	tuberculosis			Too fragmented	
CNFT01	Mycobacterium	tuberculosis			Too fragmented	
CNFU01	Mycobacterium	tuberculosis			Too fragmented	
CNFV01	Mycobacterium	tuberculosis			Too fragmented	
CNFW01	Mycobacterium	tuberculosis			Too fragmented	
CNGE01	Mycobacterium	tuberculosis			Too fragmented	
CNGG01	Mycobacterium	tuberculosis			Too fragmented	
CNIS01	Mycobacterium	tuberculosis			Too fragmented	
CNMV01	Mycobacterium	tuberculosis			Too fragmented	
COIL01	Mycobacterium	tuberculosis			Too fragmented	
CPAQ01	Mycobacterium	tuberculosis			Too fragmented	
CPMC01	Streptococcus	pneumoniae			Too fragmented	
CPMI01	Streptococcus	pneumoniae			Too fragmented	
CPMN01	Streptococcus	pneumoniae			Too fragmented	
CPNM01	Streptococcus	pneumoniae			Too fragmented	
CPOJ01	Streptococcus	pneumoniae			Too fragmented	
CPPR01	Streptococcus	pneumoniae			Too fragmented	
CPQT01	Streptococcus	pneumoniae			Too fragmented	
CPRN01	Streptococcus	pneumoniae			Too fragmented	
CPSE01	Streptococcus	pneumoniae			Too fragmented	
CPSU01	Streptococcus	pneumoniae			Too fragmented	
CPUM01	Streptococcus	pneumoniae			Too fragmented	
CPWZ01	Mycobacterium	tuberculosis			Too fragmented	
CPZG01	Mycobacterium	tuberculosis			Too fragmented	
CQPL01	Mycobacterium	tuberculosis			Too fragmented	
CQPT01	Mycobacterium	tuberculosis			Too fragmented	
CQPW01	Mycobacterium	tuberculosis			Too fragmented	
CQQC01	Mycobacterium	tuberculosis			Too fragmented	
CQTO01	Mycobacterium	tuberculosis			Too fragmented	
CRBZ01	Streptococcus	pneumoniae			Too fragmented	
CRCI01	Streptococcus	pneumoniae			Too fragmented	
CRCN01	Streptococcus	pneumoniae			Too fragmented	
CRCO01	Streptococcus	pneumoniae			Too fragmented	
CRGB01	Streptococcus	pneumoniae			Too fragmented	
CRRN01	Streptococcus	pneumoniae			Too fragmented	
CRSC01	Streptococcus	pneumoniae			Too fragmented	
CSAU01	Mycobacterium	tuberculosis			Too fragmented	
CSAV01	Mycobacterium	tuberculosis			Too fragmented	
CSAY01	Mycobacterium	tuberculosis			Too fragmented	
CSBI01	Mycobacterium	tuberculosis			Too fragmented	
CSBK01	Mycobacterium	tuberculosis			Too fragmented	
CSLY01	Bordetella	pertussis			Too fragmented	
CSMT01	Staphylococcus	aureus			Too fragmented	
CSNC01	Staphylococcus	aureus			Too fragmented	
CSPC01	Staphylococcus	haemolyticus			Too fragmented	
CSPN01	Staphylococcus	aureus			Too fragmented	
CSQX01	Bordetella	pertussis			Too fragmented	
CSST01	Staphylococcus	aureus			Too fragmented	
CSTN01	Chlamydia	trachomatis			Too fragmented	
CSTQ01	Chlamydia	trachomatis			Too fragmented	
CSTU01	Mycobacterium	abscessus			Too fragmented	
CSVM01	Mycobacterium	abscessus			Too fragmented	
CSVS01	Mycobacterium	abscessus			Too fragmented	
CSZG01	Mycobacterium	abscessus			Too fragmented	
CSZP01	Mycobacterium	abscessus			Too fragmented	
CSZS01	Mycobacterium	abscessus			Too fragmented	
CSZT01	Mycobacterium	abscessus			Too fragmented	
CTBL01	Chlamydia	trachomatis			Too fragmented	
CTRE01	Yersinia	enterocolitica			Too fragmented	
CTZB01	Staphylococcus	aureus			Too fragmented	
CTZD01	Staphylococcus	aureus			Too fragmented	
CUAH01	Staphylococcus	aureus			Too fragmented	
CUAL01	Staphylococcus	aureus			Too fragmented	
CUAN01	Staphylococcus	aureus			Too fragmented	
CUAQ01	Staphylococcus	aureus			Too fragmented	
CUBB01	Staphylococcus	aureus			Too fragmented	
CUCA01	Staphylococcus	aureus			Too fragmented	
CUCB01	Staphylococcus	aureus			Too fragmented	
CUDA01	Staphylococcus	aureus			Too fragmented	
CUDH01	Staphylococcus	aureus			Too fragmented	
CUDK01	Staphylococcus	aureus			Too fragmented	
CUEG01	Staphylococcus	aureus			Too fragmented	
CUEP01	Staphylococcus	aureus			Too fragmented	
CVLR01	Streptococcus	pneumoniae			Too fragmented	
